"ENTREZ_ID","KEGG_ID"
1521,"map04142"
1522,"map04142"
1524,"map04060, map04062"
1525,"map05416"
1535,"map04145, map04380, map04670, map05140"
1536,"map04145, map04380, map04670"
1537,"map00190, map01100, map04260, map05010, map05012, map05016"
1540,"map04380, map04622"
1543,"map00140, map00380, map00830, map00980, map01100"
1544,"map00232, map00380, map00591, map00830, map00980, map00982, map01100"
1545,"map00140, map00380, map00980"
1548,"map00232, map00830, map00982, map00983, map01100"
1549,"map00232, map00830, map00982, map00983, map01100"
1551,"map00140, map00591, map00830, map00980, map00982, map00983, map01100"
1553,"map00232, map00830, map00982, map00983, map01100"
1555,"map00590, map00830, map00980, map00982, map01100"
1557,"map00590, map00591, map00830, map00980, map00982, map01100"
1558,"map00590, map00591, map00830, map00980, map00982, map01100"
1559,"map00590, map00591, map00830, map00980, map00982, map01100"
1562,"map00590, map00591, map00830, map00980, map00982, map01100"
1565,"map00982"
1571,"map00590, map00591, map00980, map00982, map01100"
1572,"map00980"
1573,"map00590, map00591, map01100"
1576,"map00140, map00591, map00830, map00980, map00982, map00983, map01100, map04976"
1577,"map00140, map00591, map00830, map00980, map00982, map00983, map01100"
1579,"map00071, map00590, map00830, map01100, map03320, map04270"
1581,"map00120, map00140, map01100, map03320, map04976"
1582,"map00120, map01100, map03320"
1583,"map00140, map01100"
1584,"map00140, map01100"
1585,"map00140, map01100"
1586,"map00140, map01100"
1588,"map00140, map01100"
1589,"map00140, map01100"
1592,"map00830"
1593,"map00120, map01100, map03320"
1594,"map00100, map01100"
1595,"map00100, map01100"
1601,"map04144"
1603,"map00510, map01100, map04141"
1604,"map04610, map04640, map05416"
1605,"map04512, map05410, map05412, map05414, map05416"
1606,"map00561, map00564, map01100, map04070"
1607,"map00561, map00564, map01100, map04070"
1608,"map00561, map00564, map01100, map04070"
1609,"map00561, map00564, map01100, map04070"
1610,"map00260, map00330, map00472, map01100, map04146"
1612,"map05200, map05219"
1613,"map05200, map05219"
1615,"map00970"
1616,"map04010, map05014"
1621,"map00350, map01100"
1622,"map03320"
1629,"map00280, map01100"
1630,"map04360, map05200, map05210"
1632,"map00071"
1633,"map00230, map00240, map01100"
1634,"map04350"
1635,"map00240, map01100"
1636,"map04614, map05142, map05410"
1638,"map00350, map01100, map04916"
1639,"map04962, map05016"
1642,"map03420, map04120"
1643,"map03420, map04115, map04120"
1644,"map00340, map00350, map00360, map00380, map01100"
1645,"map00140, map00980"
1646,"map00140, map00980"
1647,"map04010, map04110, map04115"
1649,"map04010, map04141"
1650,"map00510, map01100, map04141"
1654,"map04622"
1655,"map03040"
1656,"map03018"
1659,"map03040"
1665,"map03040"
1674,"map05410, map05412, map05414"
1675,"map04610, map05150"
1676,"map04210"
1677,"map04210"
1716,"map00230, map01100"
1717,"map00100, map01100"
1718,"map00100, map01100"
1719,"map00670, map00790, map01100"
1723,"map00240, map01100"
1727,"map00520"
1729,"map04510, map04810, map05131"
1730,"map04810"
1731,"map05100"
1736,"map03008"
1737,"map00010, map00020, map00620, map01100"
1738,"map00010, map00020, map00260, map00280, map00620, map01100"
1739,"map04660"
1742,"map05016"
1743,"map00020, map00310, map01100"
1755,"map04970"
1756,"map05410, map05412, map05414, map05416"
1757,"map00260, map01100"
1759,"map04144, map04666, map05100"
1763,"map03030"
1777,"map04142"
1778,"map04145, map04962"
1780,"map04145, map04962"
1781,"map04145, map04962"
1783,"map04145, map04962"
1785,"map04144, map04666, map05100"
1786,"map00270, map01100"
1787,"map00270, map01100"
1788,"map00270, map01100"
1789,"map00270, map01100"
1791,"map03450, map04640"
1793,"map04510, map04810, map05100, map05131"
1794,"map04062, map04666"
1798,"map00510, map01100"
1803,"map04974"
1806,"map00240, map00410, map00770, map00983, map01100"
1807,"map00240, map00410, map00770, map00983, map01100"
1808,"map04360"
1811,"map04972"
1812,"map04020, map04080, map04540"
1813,"map04080, map04540"
1814,"map04080"
1815,"map04080"
1816,"map04020, map04080"
1824,"map05412"
1828,"map05150"
1829,"map05412"
1832,"map05412"
1839,"map04012, map04912, map05120"
1840,"map04330"
1841,"map00240, map01100"
1843,"map04010"
1844,"map04010"
1845,"map04010"
1846,"map04010"
1847,"map04010"
1848,"map04010"
1849,"map04010"
1850,"map04010"
1852,"map04010"
1854,"map00240, map01100"
1855,"map04310, map04330, map04916, map05200, map05217"
1856,"map04310, map04330, map04916, map05200, map05217"
1857,"map04310, map04330, map04916, map05200, map05217"
1869,"map04110, map05200, map05212, map05214, map05215, map05218, map05219, map05220, map05222, map05223"
1870,"map04110, map05200, map05212, map05214, map05215, map05218, map05219, map05220, map05222, map05223"
1871,"map04110, map05200, map05212, map05214, map05215, map05218, map05219, map05220, map05222, map05223"
1874,"map04110, map04350"
1875,"map04110, map04350"
1890,"map00240, map00983, map01100, map05219"
1891,"map04146"
1892,"map00062, map00071, map00280, map00310, map00380, map00410, map00640, map00650, map01100"
1896,"map04060"
1901,"map04080"
1902,"map04080, map04540"
1903,"map04080"
1906,"map04916"
1909,"map04020, map04080, map04270"
1910,"map04020, map04080, map04916"
1915,"map03013"
1917,"map03013"
1942,"map04360"
1943,"map04360"
1944,"map04360"
1945,"map04360"
1946,"map04360"
1947,"map04360"
1948,"map04360"
1949,"map04360"
1950,"map04010, map04012, map04060, map04144, map04510, map04540, map04810, map05160, map05200, map05212, map05213, map05214, map05215, map05218, map05219, map05223"
1956,"map04010, map04012, map04020, map04060, map04144, map04320, map04510, map04520, map04540, map04810, map04912, map05120, map05160, map05200, map05212, map05213, map05214, map05215, map05218, map05219, map05223"
1958,"map05020"
1962,"map00071, map00280, map00310, map00380, map00410, map00640, map00650, map01100, map03320, map04146"
1964,"map03013"
1965,"map03013, map04141, map05160"
1967,"map03013"
1968,"map03013"
1969,"map04360"
1973,"map03013"
1974,"map03013"
1975,"map03013, map04150"
1977,"map03013, map04150, map04910"
1978,"map03013, map04012, map04150, map04910, map05221"
1981,"map03013, map05416"
1982,"map03013, map05416"
1983,"map03013"
1991,"map05322"
1992,"map05146"
2002,"map04010, map04012, map04510, map04910, map04912, map05020, map05140, map05213"
2005,"map04010"
2006,"map04974"
2010,"map05410, map05412, map05414"
2017,"map04530, map05100, map05130, map05131"
2021,"map04210"
2023,"map00010, map01100, map03018"
2026,"map00010, map01100, map03018"
2027,"map00010, map01100, map03018"
2028,"map04614"
2033,"map04110, map04310, map04330, map04350, map04520, map04630, map04720, map04916, map05016, map05200, map05211, map05215"
2034,"map05200, map05211"
2035,"map04530"
2036,"map04530"
2037,"map04530"
2041,"map04360"
2042,"map04360"
2043,"map04360"
2044,"map04360"
2045,"map04360"
2046,"map04360"
2047,"map04360"
2048,"map04360"
2049,"map04360"
2050,"map04360"
2051,"map04360"
2052,"map00980, map04976"
2053,"map00590, map01100, map04146"
2054,"map04130"
2056,"map04060, map04630, map04640"
2057,"map04060, map04630, map04640"
2058,"map00860, map00970, map01100"
2060,"map04144"
2064,"map04012, map04020, map04510, map04520, map05200, map05212, map05213, map05215, map05219, map05223"
2065,"map04012, map04020, map04144"
2066,"map04012, map04020, map04144"
2067,"map03420"
2068,"map03420"
2069,"map04012"
2071,"map03420"
2072,"map03420"
2073,"map03420"
2074,"map03420"
2081,"map04141, map05010"
2091,"map03008"
2107,"map03015"
2113,"map04320, map05200, map05211"
2114,"map04320"
2120,"map04320"
2122,"map04010, map05200, map05220"
2131,"map00534, map01100"
2132,"map00534, map01100"
2134,"map00534, map01100"
2135,"map00534, map01100"
2137,"map00534, map01100"
2147,"map04080, map04610, map04810"
2149,"map04020, map04080, map04144, map04610, map04810"
2150,"map04080, map05143"
2151,"map04080"
2152,"map04610"
2153,"map04610"
2155,"map04610"
2157,"map04610"
2158,"map04610"
2159,"map04610"
2160,"map04610"
2161,"map04610"
2162,"map04610"
2165,"map04610"
2167,"map03320"
2168,"map03320, map04975"
2169,"map03320, map04975"
2170,"map03320"
2171,"map03320"
2172,"map03320"
2173,"map03320"
2180,"map00071, map01100, map03320, map04146, map04920"
2181,"map00071, map01100, map03320, map04146, map04920"
2182,"map00071, map01100, map03320, map04146, map04920"
2184,"map00350, map01100"
2185,"map04020, map04062, map04650, map04670, map04912"
2193,"map00970"
2194,"map00061, map01100, map04910"
2197,"map03010"
2203,"map00010, map00030, map00051, map01100, map04910"
2204,"map04145, map05150"
2205,"map04664, map05310"
2206,"map04664, map05310"
2207,"map04650, map04664, map05310"
2208,"map04640"
2209,"map04145, map04380, map04640, map04666, map05140, map05150, map05322"
2212,"map04145, map04380, map04666, map05140, map05150, map05322"
2213,"map04145, map04380, map04662, map04666, map05150, map05322"
2214,"map04145, map04380, map04650, map04666, map05140, map05150, map05322"
2215,"map04145, map04380, map04650, map05140, map05150, map05322"
2222,"map00100, map01100"
2224,"map00900, map01100"
2235,"map00860, map01100"
2237,"map03030, map03410, map03450"
2241,"map04520"
2242,"map04360"
2243,"map04610"
2244,"map04610"
2245,"map04810"
2246,"map04010, map04810, map05200, map05218"
2247,"map04010, map04810, map05200, map05218"
2248,"map04010, map04810, map05200, map05218"
2249,"map04010, map04810, map05200, map05218"
2250,"map04010, map04810, map05200, map05218"
2251,"map04010, map04810, map05200, map05218"
2252,"map04010, map04810, map05200, map05218"
2253,"map04010, map04810, map05200, map05218"
2254,"map04010, map04810, map05200, map05218"
2255,"map04010, map04810, map05200, map05218"
2256,"map04010, map04810, map05200, map05218"
2257,"map04010, map04810, map05200, map05218"
2258,"map04010, map04810, map05200, map05218"
2259,"map04010, map04810, map05200, map05218"
2260,"map04010, map04520, map04810, map05200, map05215, map05218"
2261,"map04010, map04144, map04810, map05200, map05219"
2263,"map04010, map04144, map04810, map05200, map05215"
2264,"map04010, map04144, map04810"
2266,"map04610, map05150"
2268,"map04062"
2271,"map00020, map01100, map05200, map05211"
2272,"map00230, map05222, map05223"
2274,"map04380"
2277,"map04060, map04150, map04510, map05200, map05211, map05212, map05219"
2308,"map04910, map05200, map05215"
2309,"map04062, map04722, map05213, map05223"
2316,"map04010, map04510"
2317,"map04010, map04510"
2318,"map04010, map04510"
2319,"map04910"
2321,"map04060, map04144, map04510, map05323"
2322,"map04060, map04640, map05200, map05221"
2323,"map04060, map04640, map05200"
2324,"map04060, map04510"
2326,"map00982"
2327,"map00982"
2328,"map00982"
2329,"map00982"
2330,"map00982"
2335,"map04510, map04512, map04810, map05100, map05146, map05200, map05222"
2346,"map04977"
2348,"map04144"
2350,"map04144"
2352,"map04144"
2353,"map04010, map04380, map04620, map04660, map04662, map05140, map05142, map05200, map05210, map05323"
2354,"map04380"
2355,"map04380"
2356,"map00790, map01100"
2357,"map04080, map05150"
2358,"map04080, map05150"
2359,"map04080, map05150"
2475,"map04012, map04150, map04910, map04920, map04930, map05200, map05214, map05215, map05221"
2488,"map04080, map04912"
2492,"map04080"
2494,"map04950"
2495,"map00860"
2512,"map00860"
2517,"map00511, map04142"
2519,"map00511"
2520,"map04971"
2523,"map00601, map00603, map01100"
2524,"map00601, map00603, map01100"
2525,"map00601, map01100"
2526,"map00514, map00601, map01100"
2527,"map00601, map01100"
2528,"map00601, map01100"
2529,"map00514, map00601, map01100"
2530,"map00510, map00533, map01100"
2531,"map00600, map01100"
2532,"map05144"
2534,"map04360, map04380, map04510, map04520, map04650, map04660, map04664, map05020, map05130, map05416"
2535,"map04310, map04916, map05200, map05217"
2538,"map00010, map00052, map00500, map01100, map04910, map04920, map04973"
2539,"map00030, map00480, map01100"
2542,"map04973"
2547,"map03450"
2548,"map00052, map00500, map01100, map04142"
2549,"map04012, map04722, map05100, map05211"
2550,"map04080"
2554,"map04080"
2555,"map04080"
2556,"map04080"
2557,"map04080"
2558,"map04080"
2559,"map04080"
2560,"map04080"
2561,"map04080"
2562,"map04080"
2563,"map04080"
2564,"map04080"
2565,"map04080"
2566,"map04080"
2567,"map04080"
2568,"map04080"
2569,"map04080"
2570,"map04080"
2571,"map00250, map00410, map00430, map00650, map01100, map04940"
2572,"map00250, map00410, map00430, map00650, map01100, map04940"
2581,"map00600, map01100, map04142"
2582,"map00052, map00520, map01100"
2583,"map00604, map01100"
2584,"map00052, map00520, map01100"
2585,"map00052, map00520, map01100"
2587,"map04080"
2588,"map00531, map01100, map04142"
2589,"map00512, map01100"
2590,"map00512, map01100"
2591,"map00512, map01100"
2592,"map00052, map00520, map01100"
2593,"map00260, map00330, map01100"
2595,"map00052, map00500, map01100"
2597,"map00010, map01100, map05010"
2617,"map00970"
2618,"map00230, map00670, map01100"
